9.34676923077 -12.720581916 15.5439037037 29.2786007843 3.96 -3.16
3.03870769231 -12.5898363697 28.805 35.55056 -1.56 -1.36
4.176 -12.1778866555 24.3221333333 31.486214902 -4.0 -0.76
4.51076923077 -12.5100369748 15.7205333333 33.9082007843 -0.28 2.96
6.34707692308 -11.1289535462 24.0809481481 29.662214902 1.88 -0.36
3.30812307692 -12.8813778824 23.1195481481 34.2988737255 -2.6 3.44
3.63796923077 -12.8710066555 18.5719333333 35.6878117647 0.48 -1.52
7.38147692308 -12.8073207395 15.0731481481 30.2354384314 -2.08 -0.44
9.48110769231 -12.7889435966 15.2692148148 29.3030117647 3.28 1.84
7.86147692308 -12.7725864874 15.0135925926 30.0592501961 2.12 -2.16
3.73876923077 -12.6921546218 18.1421259259 36.8815341176 3.56 -2.44
4.29747692308 -12.1665844706 15.7725925926 35.7419796078 -1.04 1.48
6.33796923077 -12.3452009412 15.0269333333 31.5351058824 0.64 1.76
8.34627692308 -10.1445630924 24.2487333333 29.113414902 -0.48 -2.88
4.46049230769 -11.6546834286 15.5373259259 37.1792470588 -2.04 0.52
4.85427692308 -9.80673989916 33.1123259259 30.3818541176 1.32 0.0
5.78529230769 -12.7664763697 17.9223333333 30.4684831373 2.96 -0.64
5.21710769231 -11.125666958 26.4527703704 30.2414431373 1.4 1.44
9.05187692308 -11.5789402353 19.0919925926 29.1190901961 -0.76 1.28
3.9072 -12.9786073277 18.5417481481 33.4231058824 1.92 2.16
3.64030769231 -12.9866019496 19.3943925926 34.1980266667 -0.92 0.24
3.76307692308 -12.848497479 17.9037037037 35.087372549 2.08 1.96
3.21556923077 -11.6057234286 32.3207333333 33.2872470588 2.88 0.6
3.86363076923 -11.8492278319 27.1613333333 31.7960501961 2.76 -0.4
7.03076923077 -12.8412369748 15.18 30.3626666667 -2.48 3.04
11.8598769231 -12.6359163697 15.0982148148 29.1096 2.64 -4.0
3.56689230769 -12.9665435966 19.3238814815 34.9802541176 -2.88 2.0
9.69569230769 -12.445297479 16.1895333333 29.159494902 2.24 1.12
3.23076923077 -12.9566386555 23.1792592593 35.381254902 -2.8 -1.52
3.01852307692 -12.4566819496 30.3543333333 35.649094902 -1.6 -1.12
4.6664 -11.1254007395 27.9463333333 30.6680031373 -1.08 0.24
4.39403076923 -12.7485348571 16.2511037037 33.4910901961 1.64 1.96
3.40972307692 -11.2239983866 32.9656592593 32.5776784314 1.12 2.44
11.3630769231 -12.6269714286 15.1951703704 29.1095717647 -3.64 2.84
3.41483076923 -10.9279101849 34.6064814815 32.5402007843 -0.4 1.44
6.71236923077 -11.4135653109 22.4201481481 29.5677458824 0.16 3.32
7.38523076923 -12.8542477983 15.8949037037 29.845094902 -1.08 -3.8
8.66676923077 -9.93513788235 24.4390148148 29.0732831373 1.4 3.08
4.47723076923 -10.6301714286 30.8034592593 30.78384 2.0 3.08
8.98190769231 -12.4300358992 16.6299259259 29.2369537255 2.8 1.88
4.14756923077 -12.9698221176 18.5533037037 32.64384 0.28 3.36
5.8416 -12.6345158992 15.1605925926 31.6152596078 -0.8 2.36
5.10603076923 -11.8816419496 15.0679333333 33.8970164706 -3.68 1.08
5.69230769231 -12.6705037983 18.6048 30.4392501961 -1.12 1.72
4.05249230769 -12.6717913277 16.6599925926 34.770854902 0.32 -3.4
5.42843076923 -10.112482958 30.0688592593 30.0022431373 -0.36 -0.92
5.89470769231 -10.9063464874 25.8073703704 29.8298541176 0.0 -2.68
9.28492307692 -12.3411092437 16.7101333333 29.1818384314 -2.4 -2.28
5.28356923077 -12.7761247731 15.583437037 31.960972549 0.44 3.52
8.24892307692 -12.8182857143 15.6242 29.5527341176 -1.96 2.04
