0.900610938889 16.5890939815 0.0270799244268 [111, 124]
6.94990905118 15.1499037037 0.0713181374994 [12, 18]
4.44131551869 15.9040273148 0.0904917778148 [31, 20]
1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.43310140226 15.5427592593 0.190192123228 [118, 159]
1.20891845096 16.1838814815 0.0753761676425 [76, 80]

0.900610938889 16.5890939815 0.0270799244268 [111, 124]
6.94990905118 15.1499037037 0.0713181374994 [12, 18]
4.44131551869 15.9040273148 0.0904917778148 [31, 20]
1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.43310140226 15.5427592593 0.190192123228 [118, 159]
1.20891845096 16.1838814815 0.0753761676425 [76, 80]
0.766988336647 20.6126384259 0.0055562786258 [119, 85]
1.31123475739 16.1433148148 0.167254052557 [66, 163]
1.29137959546 15.7101273148 0.183931830884 [69, 157]

6.94990905118 15.1499037037 0.0713181374994 [12, 18]
1.48957908907 15.0103703704 0.117079473309 [68, 116]
0.766988336647 20.6126384259 0.0055562786258 [119, 85]
1.29137959546 15.7101273148 0.183931830884 [69, 157]
1.35903409197 15.1214050926 0.0979396363013 [87, 131]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
0.766988336647 20.6126384259 0.0055562786258 [119, 85]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
0.195379907342 18.3740092593 -0.080857790187 [112, 99]
1.27246988233 15.0273981481 0.169598285626 [38, 66]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
0.195379907342 18.3740092593 -0.080857790187 [112, 99]
1.27246988233 15.0273981481 0.169598285626 [38, 66]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
1.27246988233 15.0273981481 0.169598285626 [38, 66]
0.0499438460017 17.6992259259 -0.0962000217389 [106, 99]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
1.27246988233 15.0273981481 0.169598285626 [38, 66]
0.0499438460017 17.6992259259 -0.0962000217389 [106, 99]
5.05203278253 15.0187314815 0.107276094961 [22, 44]
1.65906889498 15.0084939815 0.141576498159 [63, 112]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
1.27246988233 15.0273981481 0.169598285626 [38, 66]
0.0499438460017 17.6992259259 -0.0962000217389 [106, 99]
5.05203278253 15.0187314815 0.107276094961 [22, 44]
1.65906889498 15.0084939815 0.141576498159 [63, 112]
0.434596938698 15.7477592593 -0.0473403788238 [94, 117]

1.48957908907 15.0103703704 0.117079473309 [68, 116]
1.23709773715 15.0309606481 0.173153673844 [39, 67]
0.647344003609 15.3579606481 -0.0137694512067 [79, 107]
1.03957686951 15.1049939815 0.0491470730269 [77, 117]
1.25039548838 15.060649537 0.0816752805398 [79, 124]
1.23206519558 15.0529925926 0.174158753713 [40, 66]
1.30818017862 15.0317981481 0.0903677617218 [74, 120]
